article_index,article_title,article_date,sentence,category
144,"300,000 Homeless In Battered Gaza As Food Runs Low",10/13/2023,"The  White  House  said  27  U.S.  citizens  were  killed  in  the  Hamas  attack,  and  the  State  Department  said  there  were  500  to  600  Americans  living  or  visiting  in  Gaza  whose  safety  it  was  trying  to  guarantee.In  a  televised  speech,  the  Hamas  spokesman  Abu  Ubaida  said  the  group  had  achieved  more  than  it  had  hoped  for  in  its  attack,  which  he  said  involved  a  3,000-person  battalion  and  a  1,500-person  backup  force. ",israel
144,"300,000 Homeless In Battered Gaza As Food Runs Low",10/13/2023,"We  plan  to  get  every  one  of  those  people,""  he  said.Though  Israeli  forces  retook  all  of  the  area  overrun  by  the  incursion  within  a  few  days,  Hamas  fighters  were  still  trying  to  enter  Israel,  including  by  sea,  Colonel  Hecht  said,  adding  that  two  were  captured  and  five  were  killed  on  Wednesday.In  Gaza,  338,000  people  have  been  displaced,  the  United  Nations  said,  with  most  of  them  taking  shelter  in  U.N.  schools. ",palestine
144,"300,000 Homeless In Battered Gaza As Food Runs Low",10/13/2023," U.S.  officials  said  the  Biden  administration  was  talking  with  Israel  and  Egypt  about  safe  passage  for  civilians  to  leave  and  relief  supplies  to  enter.Israeli  warplanes  have  bombed  88  educational  facilities  in  Gaza,  including  18  U.N.  schools,  two  of  which  were  being  used  to  shelter  civilians,  said  Stéphane  Dujarric,  a  U.N.  spokesman.Several  medical  and  emergency  workers  have  been  killed  in  Israeli  strikes  in  Gaza  since  Saturday,  including  four  Palestinian  Red  Crescent  ambulance  drivers  and  paramedics  who  were  killed  on  Wednesday,  the  group  said.Israel's  siege  of  Gaza,  cutting  off  water,  food  and  medical  supplies,  is  ""not  acceptable,""  Fabrizio  Carboni,  the  Middle  East  director  of  the  International  Committee  of  the  Red  Cross,  said  at  a  news  briefing. ",palestine
144,"300,000 Homeless In Battered Gaza As Food Runs Low",10/13/2023," U.S.  officials  said  the  Biden  administration  was  talking  with  Israel  and  Egypt  about  safe  passage  for  civilians  to  leave  and  relief  supplies  to  enter.Israeli  warplanes  have  bombed  88  educational  facilities  in  Gaza,  including  18  U.N.  schools,  two  of  which  were  being  used  to  shelter  civilians,  said  Stéphane  Dujarric,  a  U.N.  spokesman.Several  medical  and  emergency  workers  have  been  killed  in  Israeli  strikes  in  Gaza  since  Saturday,  including  four  Palestinian  Red  Crescent  ambulance  drivers  and  paramedics  who  were  killed  on  Wednesday,  the  group  said.Israel's  siege  of  Gaza,  cutting  off  water,  food  and  medical  supplies,  is  ""not  acceptable,""  Fabrizio  Carboni,  the  Middle  East  director  of  the  International  Committee  of  the  Red  Cross,  said  at  a  news  briefing. ",palestine
145,Why Israel Must Reconsider Its Gaza Evacuation Order,10/13/2023,"
And  if  today,  as  an  Israeli  Jew,  I  see  young  people  massacred  at  a  concert,  grandmothers  shot  in  their  homes  in  cold  blood,  and  scores  of  civilians,  including  children,  brutally  abducted  and  held  at  gunpoint,  it  is  only  natural  for  me  to  feel  enormous  pain,  insecurity  and,  yes,  blind  fury.
",israel
148,Nowhere to Hide in Gaza as Israeli Onslaught Continues,10/10/2023,"
Few  warnings  have  been  given  before  strikes,  Gazans  say,  and  entire  families  have  been  killed  in  their  homes,  according  to  the  Gazan  Health  Ministry.
",palestine
148,Nowhere to Hide in Gaza as Israeli Onslaught Continues,10/10/2023,"
The  strikes  are  coming  as  part  of  Israel’s  response  to  the  attack  on  Saturday,  when  hundreds  of  Palestinian  gunmen  swept  across  Israel’s  border  with  Gaza,  killing  more  than  1,000  people  and  taking  around  150  hostages,  including  children  and  older  people. ",israel
148,Nowhere to Hide in Gaza as Israeli Onslaught Continues,10/10/2023," Palestinian  authorities  said  900  people  had  been  killed  and  about  168  buildings  had  been  damaged  since  Saturday,  when  the  strikes  began,  among  them  seven  hospitals  and  48  schools. ",palestine
148,Nowhere to Hide in Gaza as Israeli Onslaught Continues,10/10/2023," At  least  five  medical  workers  have  been  killed,  the  ministry  said. 
",palestine
148,Nowhere to Hide in Gaza as Israeli Onslaught Continues,10/10/2023," On  Monday,  she  said,  the  three  were  killed  when  an  airstrike  hit  their  home  and  they  were  crushed  under  the  rubble.
",palestine
150,Voices From Gaza,10/16/2023,"
As  the  conflict  continues,  Israel  has  blocked  food,  water  and  electricity  from  entering  Gaza  and  has  bombarded  the  area  with  airstrikes  that  have  killed  more  than  2,600  Palestinians.
",palestine
153,How the Left Is Reacting to the Hamas Atrocities,10/11/2023,"
Bill  GottdenkerMountainside,  N.J.

To  the  Editor:

In  the  last  few  days  we  have  witnessed  with  horror  and  disbelief  that  Israeli  civilians,  including  children,  have  been  killed  and  captured  by  Hamas. ",israel
156,I Don't Know if I Will See My Son Again,10/15/2023, An  estimated  260  people  were  killed  in  that  attack. ,israel
159,Thousands Flee Northern Gaza as Israeli Evacuation Order Stirs Panic,10/13/2023," Gaza  authorities  said  at  least  70  people  were  killed  when  Israeli  airstrikes  hit  some  vehicles  heading  south.
",palestine
159,Thousands Flee Northern Gaza as Israeli Evacuation Order Stirs Panic,10/13/2023,"
But  rather  than  finding  safety  from  a  feared  ground  invasion,  at  least  70  people  were  killed  along  the  way  when  Israeli  airstrikes  hit  some  of  the  vehicles  fleeing  south,  according  to  the  Gazan  authorities.
",palestine
159,Thousands Flee Northern Gaza as Israeli Evacuation Order Stirs Panic,10/13/2023,"
Gaza  has  been  under  intense  airstrikes  for  nearly  a  week,  an  onslaught  unleashed  after  Hamas,  the  group  that  controls  the  territory,  launched  a  surprise  attack  on  southern  Israel  over  the  weekend  that  killed  more  than  1,300  people,  including  civilians  and  soldiers.
",israel
159,Thousands Flee Northern Gaza as Israeli Evacuation Order Stirs Panic,10/13/2023,"
Israeli  airstrikes  have  killed  more  than  1,900  people  in  Gaza  since  then,  according  to  the  territory’s  health  ministry,  a  toll  that  has  been  rapidly  rising  each  day. ",palestine
159,Thousands Flee Northern Gaza as Israeli Evacuation Order Stirs Panic,10/13/2023,"
The  Palestinian  Health  Ministry  in  Gaza  said  that  airstrikes  had  killed  at  least  70  Palestinians  and  injured  200  who  were  trying  to  flee  the  north  by  car  on  a  main  highway  —  one  of  the  few  routes  to  an  area  farther  south. ",palestine
159,Thousands Flee Northern Gaza as Israeli Evacuation Order Stirs Panic,10/13/2023,"
Some  of  those  killed  as  they  were  trying  to  flee  were  left  in  the  road,  as  no  one  dared  to  stop  and  pick  them  up,  the  Gazan  authorities  said.
",palestine
161,An Israeli University on the Front Lines Mourns While It Fortifies for War,10/15/2023,"Ben-Gurion  University,  one  of  Israel's  top  research  institutions,  is  that  close  to  Gaza  --  25  miles  away.When  the  unprecedented  bloodshed  exploded  out  of  Gaza  last  weekend  and  Hamas  gunmen  slaughtered  more  than  1,300  Israelis,  the  entire  country  was  shaken  to  its  core  and  this  university  was  immediately  sucked  into  the  conflict.Dorms  were  turned  into  de  facto  army  barracks. ",israel
161,An Israeli University on the Front Lines Mourns While It Fortifies for War,10/15/2023,"""Mr.  Saar,  25,  said  that  many  soldiers  died  in  front  of  him.  """,israel
163,N.Y.U. Law Student Sends a Message With Anti-Israel Views and Loses a Job Offer,10/12/2023," The  controversy  is  the  latest  sign  of  the  deep  divide  on  campuses  over  the  Hamas  attack  that  killed  more  than  1,000  people.A  law  firm's  job  offer  to  a  New  York  University  law  student  was  rescinded  on  Tuesday  for  what  the  firm  described  as  ""inflammatory  comments""  about  Hamas's  attack  that  killed  at  least  1,200  Israelis. ",israel
163,N.Y.U. Law Student Sends a Message With Anti-Israel Views and Loses a Job Offer,10/12/2023," The  controversy  is  the  latest  sign  of  the  deep  divide  on  campuses  over  the  Hamas  attack  that  killed  more  than  1,000  people.A  law  firm's  job  offer  to  a  New  York  University  law  student  was  rescinded  on  Tuesday  for  what  the  firm  described  as  ""inflammatory  comments""  about  Hamas's  attack  that  killed  at  least  1,200  Israelis. ",israel
164,"‘Wherever you go in Israel, in any place, you find someone in common.’",10/9/2023, A  man  she  was  with  had  been  shot  and  killed. ,israel
164,"‘Wherever you go in Israel, in any place, you find someone in common.’",10/9/2023, A  man  she  was  with  had  been  shot  and  killed. ,israel
164,"‘Wherever you go in Israel, in any place, you find someone in common.’",10/9/2023," About  800  Israelis  have  been  killed,  2,400  have  been  wounded  and  an  estimated  150  have  been  taken  hostage  by  Palestinian  assailants. ",israel
164,"‘Wherever you go in Israel, in any place, you find someone in common.’",10/9/2023, A  former  classmate  killed  in  Sderot. ,israel
165,This Hospital in Gaza Is Running Short on Fuel and Beds,10/12/2023,"
And  more  were  expected  to  keep  coming:  At  least  10  people  were  killed  by  an  Israeli  airstrike  on  the  Shati  refugee  camp  in  Gaza  on  Thursday  morning,  according  to  the  official  Palestinian  news  agency,  Wafa. ",palestine
165,This Hospital in Gaza Is Running Short on Fuel and Beds,10/12/2023," At  least  1,417  Palestinians  have  been  killed  and  6,268  wounded  since  Saturday,  according  to  the  Gazan  Health  Ministry. ",palestine
168,"From a Doctor-Soldier, Off to Another War",10/17/2023," To  the  Editor:Hamas  viciously  slaughtered  Israeli  men,  women  and  children  in  their  homes,  but  we  have  nothing  against  the  people  of  Gaza,  who  are  brutally  oppressed  by  a  terrorist  organization.Like  many  other  Israelis,  I  received  a  call  telling  me  to  immediately  report  for  duty  after  the  attack. ",israel
168,"From a Doctor-Soldier, Off to Another War",10/17/2023," Five  soldiers,  most  of  them  medics,  died  while  fiercely  defending  our  sovereignty.The  latest  escalation  in  the  region  brings  us  to  the  verge  of  another  military  ground  operation. ",israel
169,A Gaza professor and her family defied an evacuation order and struggle to survive in the north.,10/17/2023,"
Israel  started  bombing  Gaza  shortly  after  a  Hamas  terrorist  attack  killed  more  than  1,400  people  in  Israel  on  Oct.  7. ",israel
174,‘Children Were Terrified’: Families Flee Airstrikes or Hide From Gunmen,10/7/2023," 






Residents  carry  the  body  of  a  person  who  was  killed  after  Israel’s  retaliation  near  the  Al-Shifa  Hospital,  in  Gaza  City  on  Sunday,  Oct.  8,  2023. ",palestine
174,‘Children Were Terrified’: Families Flee Airstrikes or Hide From Gunmen,10/7/2023," The  Gaza  health  ministry  said  at  least  234  Palestinians  had  been  killed  in  either  gunbattles  or  airstrikes,  and  more  than  1,600  injured.

",palestine
174,‘Children Were Terrified’: Families Flee Airstrikes or Hide From Gunmen,10/7/2023,"
One  of  the  partygoers,  named  Ortal,  described  on  Israeli  television  seeing  about  50  gunmen  in  pickup  trucks  spraying  people  trying  to  flee  on  foot  with  bullets,  shooting  the  tires  of  cars  and  firing  on  those  stuck  inside. ",israel
174,‘Children Were Terrified’: Families Flee Airstrikes or Hide From Gunmen,10/7/2023," (Samar  Abu  Elouf/The  New  York  Times)



















Palestinian  men  and  youth  carry  the  body  of  a  militant  who  was  killed  in  fighting  on  the  Gaza/Israel  border,  in  Gaza  City  on  Saturday,  Oct.  7,  2023. ",palestine
174,‘Children Were Terrified’: Families Flee Airstrikes or Hide From Gunmen,10/7/2023," (Samar  Abu  Elouf/The  New  York  Times)



















A  woman  mourns  near  the  body  of  a  person  killed  after  Israel’s  retaliation  in  Gaza  City,  on  Sunday,  Oct.  8,  2023. ",palestine
174,‘Children Were Terrified’: Families Flee Airstrikes or Hide From Gunmen,10/7/2023," (Samar  Abu  Elouf/The  New  York  Times)



















Residents  carry  the  body  of  a  person  who  was  killed  after  Israel’s  retaliation  near  the  Al-Shifa  Hospital,  in  Gaza  City  on  Sunday,  Oct.  8,  2023. ",palestine
174,‘Children Were Terrified’: Families Flee Airstrikes or Hide From Gunmen,10/7/2023," (Samar  Abu  Elouf/The  New  York  Times)



















A  man  mourns  near  the  body  of  a  person  killed  after  Israel’s  retaliation  in  Gaza  City,  on  Sunday,  Oct.  8,  2023. ",palestine
174,‘Children Were Terrified’: Families Flee Airstrikes or Hide From Gunmen,10/7/2023," (Avishag  Shaar-Yashuv/The  New  York  Times)



















Men  a  synagogue’s  shelter  in  Askelon  read  reports  that  at  least  200  Israelis  were  killed  in  Hamas  attacks  on  Saturday,  Oct.  7,  2023. ",israel
174,‘Children Were Terrified’: Families Flee Airstrikes or Hide From Gunmen,10/7/2023," (Samar  Abu  Elouf/The  New  York  Times)



















Palestinian  men  carry  the  body  of  a  militant  who  was  killed  in  fighting  on  the  Gaza/Israel  border,  in  Gaza  City  on  Saturday,  Oct.  7,  2023. ",palestine
174,‘Children Were Terrified’: Families Flee Airstrikes or Hide From Gunmen,10/7/2023," (Samar  Abu  Elouf/The  New  York  Times)



















Residents  transport  the  body  of  a  person  killed  after  Israel’s  retaliation  in  Gaza  City,  on  Sunday,  Oct.  8,  2023. ",palestine
174,‘Children Were Terrified’: Families Flee Airstrikes or Hide From Gunmen,10/7/2023," (Tamir  Kalifa/The  New  York  Times)



















A  woman  mourns  near  the  body  of  a  person  killed  after  Israel’s  retaliation  in  Gaza  City,  on  Sunday,  Oct.  8,  2023. ",palestine
174,‘Children Were Terrified’: Families Flee Airstrikes or Hide From Gunmen,10/7/2023," (Samar  Abu  Elouf/The  New  York  Times)



















Yair  Chadad  and  others  in  a  synagogue’s  shelter  in  Askelon,  Israel  react  to  reports  that  at  least  200  Israelis  were  killed  in  Hamas  attacks  on  Saturday,  Oct.  7,  2023. ",israel
174,‘Children Were Terrified’: Families Flee Airstrikes or Hide From Gunmen,10/7/2023," (Samar  Abu  Elouf/The  New  York  Times)



















A  woman  mourns  near  the  body  of  a  person  killed  after  Israel’s  retaliation  in  Gaza  City,  on  Sunday,  Oct.  8,  2023. ",palestine
176,"The Interpreter: Israel, Gaza and the laws of war",10/12/2023,"
Civilians  under  fire

Hamas  has  killed  more  than  1,200  Israelis,  of  whom  222  were  soldiers,  according  to  the  Israeli  government. ",israel
176,"The Interpreter: Israel, Gaza and the laws of war",10/12/2023," The  civilians  killed  included  young  people  attending  a  music  festival,  babies,  children  and  the  elderly.
",israel
176,"The Interpreter: Israel, Gaza and the laws of war",10/12/2023," 
According  to  a  Thursday  statement  from  Gaza’s  health  ministry,  1,354  people  have  been  killed  by  airstrikes  since  Saturday  and  6,049  had  been  wounded. ",palestine
177,‘I Just Hope That They Are Alive’: How Hamas Abducted 150 Israelis,10/9/2023," About  800  other  Israelis  were  killed,  according  to  a  government  statement.

",israel
177,‘I Just Hope That They Are Alive’: How Hamas Abducted 150 Israelis,10/9/2023,"
Already,  Israel  has  responded  to  the  deadly  assault  by  Hamas  with  a  counterattack  on  the  remaining  gunmen  inside  Israel  and  an  unusually  intense  series  of  strikes  on  Gaza,  killing  about  687  Palestinians,  according  to  Gaza  health  authorities.

",palestine
177,‘I Just Hope That They Are Alive’: How Hamas Abducted 150 Israelis,10/9/2023," On  Monday,  Hamas  said  that  four  Israeli  hostages  had  been  killed  in  an  Israeli  strike,  although  the  claim  could  not  be  independently  verified.

",israel
178,"North Korea Shipped Arms to Russia for Use in Ukraine, U.S. Says",10/14/2023," His  $24  billion  request  has  been  held  up  by  opposition  from  hard-right  House  Republicans,  but  White  House  officials  said  the  president  would  send  a  new  supplemental  spending  request  to  Congress  next  week.The  White  House  hopes  to  bypass  opposition  to  Ukrainian  aid  by  linking  it  to  additional  aid  to  Israel  following  the  devastating  terrorist  attack  by  Hamas  last  weekend  that  killed  more  than  1,300  people,  including  at  least  27  American  citizens. ",israel
179,Thursday Briefing: Israel Forms a Unity Government,10/11/2023," At  least  1,100  Palestinians  have  been  killed,  including  326  children,  since  Saturday,  Gaza  health  officials  said.
",palestine
179,Thursday Briefing: Israel Forms a Unity Government,10/11/2023," Twenty  Thais  were  killed  during  Saturday’s  attack,  and  14  Thai  citizens  were  thought  to  have  been  abducted  by  Palestinian  gunman. ",israel
180,"Without supplies allowed in, a U.N. agency in Gaza says it can no longer provide aid.",10/15/2023,"
In  a  stark  address  that  delineated  how  the  agency’s  aid  workers  are  themselves  trapped  in  a  spiraling  humanitarian  crisis  alongside  the  civilians  whom  they  have  been  trying  to  help,  Mr.  Lazzarini  said  most  of  the  agency’s  13,000  staff  members  in  Gaza  have  been  displaced  from  their  homes  and  14  have  been  killed.
",palestine
183,Young Jews in the U.S. Feel an Isolating Grief,10/15/2023,"""In  more  than  a  dozen  interviews,  young  Jewish  Americans,  many  in  their  teens  or  20s,  described  their  experiences  in  the  week  since  Hamas  launched  an  attack  into  Israel,  killing  more  than  1,300  people,  including  an  estimated  260  at  a  music  festival.They  spoke  of  fear  and  shock,  solidarity  and  helplessness,  a  newfound  bond  with  some  friends  and  an  estrangement  from  others. ",israel
184,Gov. Hochul Makes Wartime Visit to Israel to Show New York’s Support,10/18/2023, The  governor  sat  down  to  console  families  whose  loved  ones  had  been  killed  or  taken  hostage. ,israel
184,Gov. Hochul Makes Wartime Visit to Israel to Show New York’s Support,10/18/2023,"
His  wife,  56,  a  writer,  and  one  of  his  sons,  25,  were  killed  in  the  attack;  their  bodies,  he  said,  were  found  embracing  each  other.
",israel
184,Gov. Hochul Makes Wartime Visit to Israel to Show New York’s Support,10/18/2023,"
The  governor  landed  in  Tel  Aviv  on  Wednesday  afternoon  just  as  Israel  was  amassing  troops  outside  Gaza,  roughly  a  week  after  Hamas,  a  Palestinian  militant  group,  killed  over  1,400  Israelis  in  terror  attacks  that  have  profoundly  shaken  the  country  and  drawn  comparisons  to  9/11.
",israel
187,When Everyone Becomes a War Photographer,10/12/2023," The  very  framework  of  picture-making  had  been  absorbed  into  the  conflict,  and  indeed  the  most  graphic  pictures  of  corpses  we  have  seen  this  week  —  Israel  said  that  its  death  toll  had  risen  to  1,200,  and  Gaza  health  officials  reported  that  more  than  1,400  Palestinians  had  been  killed  so  far  —  are  not  neutral  records. ",both
190,Israel Assembles a Unity Coalition to Steer The War,10/12/2023," Following  the  deadliest  assault  on  Israel  in  half  a  century,  the  country  is  vowing  to  crush  Hamas,  and  both  sides  are  bracing  for  an  escalating  war.After  the  deadliest  assault  on  Israel  in  50  years,  the  right-wing  government  and  members  of  the  centrist  opposition  formed  a  unity  government  on  Wednesday  to  navigate  the  crisis,  while  its  warplanes  rained  destruction  on  the  Gaza  Strip  and  both  sides  braced  for  an  escalating  war  between  Israel  and  Hamas.The  creation  of  an  emergency  government  came  as  the  devastation  of  the  Hamas  incursion  that  overran  dozens  of  towns  and  a  military  base  last  weekend  became  clearer:  civilians,  including  children,  shot  dead  in  homes,  in  cars,  on  streets  and  in  hiding  places,  with  bodies  still  being  recovered  and  counted. ",israel
190,Israel Assembles a Unity Coalition to Steer The War,10/12/2023," The  Israeli  government  said  the  toll  in  the  attack  had  risen  to  1,200  people  killed,  169  of  them  Israeli  soldiers,  almost  3,000  others  wounded  and  an  estimated  150  people  believed  kidnapped  and  held  hostage  in  Gaza.Israel's  military  forces  are  carrying  out  a  more  intense  campaign  of  airstrikes  than  in  past  conflicts  with  Gaza  against  Hamas,  the  group  that  controls  the  region,  and  its  allies,  killing  at  least  1,127  people  and  injuring  more  than  5,300,  according  to  Gazan  health  officials,  who  say  most  of  the  casualties  are  noncombatants,  including  children. ",both
190,Israel Assembles a Unity Coalition to Steer The War,10/12/2023," The  Israeli  government  said  the  toll  in  the  attack  had  risen  to  1,200  people  killed,  169  of  them  Israeli  soldiers,  almost  3,000  others  wounded  and  an  estimated  150  people  believed  kidnapped  and  held  hostage  in  Gaza.Israel's  military  forces  are  carrying  out  a  more  intense  campaign  of  airstrikes  than  in  past  conflicts  with  Gaza  against  Hamas,  the  group  that  controls  the  region,  and  its  allies,  killing  at  least  1,127  people  and  injuring  more  than  5,300,  according  to  Gazan  health  officials,  who  say  most  of  the  casualties  are  noncombatants,  including  children. ",both
190,Israel Assembles a Unity Coalition to Steer The War,10/12/2023," After  Israel  escalated  its  16-year  blockade  of  Gaza  to  a  ""complete  siege""  this  week,  cutting  off  fuel,  water  and  food,  electricity  to  the  region  shut  down  on  Wednesday,  and  hospitals,  already  overwhelmed,  reported  that  they  would  soon  be  unable  to  function.Hamas  has  threatened  to  kill  hostages  if  Israel  strikes  civilian  homes  without  warning.Prime  Minister  Benjamin  Netanyahu  said  in  a  televised  news  conference  Wednesday  night  that  the  Palestinians  who  surged  into  Israel  shot  children  in  the  head,  burned  people  alive,  raped  women  and  beheaded  soldiers.",israel
190,Israel Assembles a Unity Coalition to Steer The War,10/12/2023," After  Israel  escalated  its  16-year  blockade  of  Gaza  to  a  ""complete  siege""  this  week,  cutting  off  fuel,  water  and  food,  electricity  to  the  region  shut  down  on  Wednesday,  and  hospitals,  already  overwhelmed,  reported  that  they  would  soon  be  unable  to  function.Hamas  has  threatened  to  kill  hostages  if  Israel  strikes  civilian  homes  without  warning.Prime  Minister  Benjamin  Netanyahu  said  in  a  televised  news  conference  Wednesday  night  that  the  Palestinians  who  surged  into  Israel  shot  children  in  the  head,  burned  people  alive,  raped  women  and  beheaded  soldiers.",israel
190,Israel Assembles a Unity Coalition to Steer The War,10/12/2023," After  Israel  escalated  its  16-year  blockade  of  Gaza  to  a  ""complete  siege""  this  week,  cutting  off  fuel,  water  and  food,  electricity  to  the  region  shut  down  on  Wednesday,  and  hospitals,  already  overwhelmed,  reported  that  they  would  soon  be  unable  to  function.Hamas  has  threatened  to  kill  hostages  if  Israel  strikes  civilian  homes  without  warning.Prime  Minister  Benjamin  Netanyahu  said  in  a  televised  news  conference  Wednesday  night  that  the  Palestinians  who  surged  into  Israel  shot  children  in  the  head,  burned  people  alive,  raped  women  and  beheaded  soldiers.",israel
190,Israel Assembles a Unity Coalition to Steer The War,10/12/2023," The  Israeli  military,  which  took  days  to  regain  control  of  the  areas  affected,  has  said  it  recovered  the  bodies  of  1,500  Palestinian  gunmen  who  took  part  in  the  assault  and  were  killed.The  terrorists  rampaged  through  towns,  kibbutzim  and  a  music  festival,  among  other  locations,  killing  indiscriminately  and  taking  hostages,  in  an  incursion  felt  far  beyond  Israel.The  U.S.  State  Department  said  on  Wednesday  that  22  of  the  dead  were  American  citizens,  up  from  the  14  cited  a  day  earlier,  and  officials  have  said  that  some  of  the  captives  are,  as  well. ",both
190,Israel Assembles a Unity Coalition to Steer The War,10/12/2023,"The  government  of  Thailand  said  14  of  its  citizens  were  killed,  and  France  said  10  of  its  people  were  dead  and  18  still  missing.Secretary  of  State  Antony  J.  Blinken  told  reporters  on  Wednesday,  just  before  he  boarded  a  flight  to  Israel,  that  his  message  for  Jerusalem  would  be  that  the  United  States  has  Israel's  back. ",israel
192,Hamas Attack Raises Questions Over an Israeli Intelligence Failure,10/9/2023," 






Residents  carry  the  body  of  a  person  who  was  killed  after  Israel’s  retaliation  near  the  Al-Shifa  Hospital,  in  Gaza  City  on  Sunday,  Oct.  8,  2023. ",palestine
192,Hamas Attack Raises Questions Over an Israeli Intelligence Failure,10/9/2023," The  Palestinian  militant  group  sent  hundreds  of  fighters  through  breached  walls,  breaking  through  with  bulldozers  and  then  killing  civilians  and  soldiers  in  shooting  sprees  that  went  on  for  hours.

",israel
192,Hamas Attack Raises Questions Over an Israeli Intelligence Failure,10/9/2023," The  Palestinian  militant  group  sent  hundreds  of  fighters  through  breached  walls,  breaking  through  with  bulldozers  and  then  killing  civilians  and  soldiers  in  shooting  sprees  that  went  on  for  hours.

",israel
192,Hamas Attack Raises Questions Over an Israeli Intelligence Failure,10/9/2023," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  at  the  funeral  of  Staff  Sgt.  Yuval  Ben  Yaakov,  an  Israeli  soldier  killed  when  Palestinian  militants  entered  Israel,  in  the  cemetery  in  Kfar  Menachem,  Israel,  Monday,  Oct.  9,  2023. ",israel
192,Hamas Attack Raises Questions Over an Israeli Intelligence Failure,10/9/2023," (Tamir  Kalifa/The  New  York  Times)



















Mourners  at  the  funeral  of  Col.  Roi  Levy,  an  Israeli  soldier  killed  when  Palestinian  militants  infiltrated  Israel,  in  the  Mount  Herzl  military  cemetery  in  Jerusalem,  Monday,  Oct.  9,  2023. ",israel
192,Hamas Attack Raises Questions Over an Israeli Intelligence Failure,10/9/2023," (Samar  Abu  Elouf/The  New  York  Times)



















Palestinian  men  and  youth  carry  the  body  of  a  militant  who  was  killed  in  fighting  on  the  Gaza/Israel  border,  in  Gaza  City  on  Saturday,  Oct.  7,  2023. ",palestine
192,Hamas Attack Raises Questions Over an Israeli Intelligence Failure,10/9/2023," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  at  the  funeral  of  Staff  Sgt.  Yuval  Ben  Yaakov,  an  Israeli  soldier  killed  when  Palestinian  militants  entered  Israel,  in  the  cemetery  in  Kfar  Menachem,  Israel,  Monday,  Oct.  9,  2023. ",israel
192,Hamas Attack Raises Questions Over an Israeli Intelligence Failure,10/9/2023," (Samar  Abu  Elouf/The  New  York  Times)



















A  woman  mourns  near  the  body  of  a  person  killed  after  Israel’s  retaliation  in  Gaza  City,  on  Sunday,  Oct.  8,  2023. ",palestine
192,Hamas Attack Raises Questions Over an Israeli Intelligence Failure,10/9/2023," (Tamir  Kalifa/The  New  York  Times)



















Residents  carry  the  body  of  a  person  who  was  killed  after  Israel’s  retaliation  near  the  Al-Shifa  Hospital,  in  Gaza  City  on  Sunday,  Oct.  8,  2023. ",palestine
192,Hamas Attack Raises Questions Over an Israeli Intelligence Failure,10/9/2023," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  at  the  funeral  of  Staff  Sgt.  Yuval  Ben  Yaakov,  an  Israeli  soldier  killed  when  Palestinian  militants  entered  Israel,  in  the  cemetery  in  Kfar  Menachem,  Israel,  Monday,  Oct.  9,  2023. ",israel
192,Hamas Attack Raises Questions Over an Israeli Intelligence Failure,10/9/2023," (Samar  Abu  Elouf/The  New  York  Times)



















An  Israeli  soldier  mourns  at  the  funeral  of  Col.  Roi  Levy,  an  Israeli  soldier  killed  when  Palestinian  militants  infiltrated  Israel,  in  the  Mount  Herzl  military  cemetery  in  Jerusalem,  Monday,  Oct.  9,  2023. ",israel
192,Hamas Attack Raises Questions Over an Israeli Intelligence Failure,10/9/2023," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  at  the  funeral  of  Col.  Roi  Levy,  an  Israeli  soldier  killed  when  Palestinian  militants  infiltrated  Israel,  in  the  Mount  Herzl  military  cemetery  in  Jerusalem,  Monday,  Oct.  9,  2023. ",israel
192,Hamas Attack Raises Questions Over an Israeli Intelligence Failure,10/9/2023," (Yoni  Asher  via  The  New  York  Times)



















Residents  transport  the  body  of  a  person  killed  after  Israel’s  retaliation  in  Gaza  City,  on  Sunday,  Oct.  8,  2023. ",palestine
192,Hamas Attack Raises Questions Over an Israeli Intelligence Failure,10/9/2023," (Tamir  Kalifa/The  New  York  Times)



















A  woman  mourns  near  the  body  of  a  person  killed  after  Israel’s  retaliation  in  Gaza  City,  on  Sunday,  Oct.  8,  2023. ",palestine
192,Hamas Attack Raises Questions Over an Israeli Intelligence Failure,10/9/2023," (Samar  Abu  Elouf/The  New  York  Times)



















Yair  Chadad  and  others  in  a  synagogue’s  shelter  in  Askelon,  Israel  react  to  reports  that  at  least  200  Israelis  were  killed  in  Hamas  attacks  on  Saturday,  Oct.  7,  2023. ",israel
192,Hamas Attack Raises Questions Over an Israeli Intelligence Failure,10/9/2023," (Tamir  Kalifa/The  New  York  Times)



















Mourners  at  the  funeral  of  Staff  Sgt.  Yuval  Ben  Yaakov,  an  Israeli  soldier  killed  when  Palestinian  militants  entered  Israel,  in  the  cemetery  in  Kfar  Menachem,  Israel,  Monday,  Oct.  9,  2023. ",israel
192,Hamas Attack Raises Questions Over an Israeli Intelligence Failure,10/9/2023," (Tamir  Kalifa/The  New  York  Times)



















A  woman  mourns  near  the  body  of  a  person  killed  after  Israel’s  retaliation  in  Gaza  City,  on  Sunday,  Oct.  8,  2023. ",palestine
