article_index,article_title,article_date,sentence,category,auto_tagged_voice
1065,"An Explosion, Then 'Too Many Bodies' to Count",2023-10-19," ""We've  never  lived  through  a  war  this  intense,""  said  a  Palestinian  journalist  who  captured  the  aftermath  of  the  blast  in  Gaza  that  killed  hundreds.Sameh  al-Jaroosha  was  sitting  on  the  edge  of  the  grassy  courtyard  of  the  Ahli  Arab  Hospital  in  Gaza  City  on  Tuesday  night,  talking  to  a  new  acquaintance  who  was  among  the  thousands  of  Palestinian  residents  of  the  city  seeking  refuge  there  in  hopes  that  it  would  be  safer  than  staying  at  home.Then  something  struck  nearby,  he  recounted  on  Wednesday,  sending  an  explosion  throughout  the  area  that  killed  hundreds  of  people. ",palestine,ACTIVE
1065,"An Explosion, Then 'Too Many Bodies' to Count",2023-10-19," The  smell  of  blood  and  burned  metal  hanging  in  the  air.Emergency  workers  were  collecting  bodies  and  remains  in  an  effort  to  identify  the  dead.Palestinian  officials  blamed  an  Israeli  airstrike,  an  assertion  that  was  disputed  by  the  Israel  Defense  Forces,  which  said  it  was  caused  by  an  errant  rocket  fired  by  the  armed  Palestinian  faction  Islamic  Jihad  in  Gaza. ",palestine,
1065,"An Explosion, Then 'Too Many Bodies' to Count",2023-10-19," They  had  joined  the  thousands  of  people  who  fled  their  homes  elsewhere  in  Gaza  City  to  take  shelter  amid  11  days  of  Israeli  airstrikes  on  the  Gaza  Strip.Israel's  intense  bombardment  of  Gaza  began  on  Oct.  7  in  response  to  a  surprise  attack  by  Hamas  that  killed  roughly  1,400  people  in  Israel. ",israel,ACTIVE
1065,"An Explosion, Then 'Too Many Bodies' to Count",2023-10-19," More  than  3,500  Palestinians  have  been  killed  since  the  strikes  began,  according  to  the  Gaza  health  ministry.On  Saturday,  two  Israeli  projectiles  hit  the  same  hospital  that  was  struck  on  Tuesday  night,  damaging  the  fourth  floor,  which  housed  a  diagnostic  center  and  the  ultrasound  and  mammography  units,  the  hospital  administration  said. ",palestine,PASSIVE
1065,"An Explosion, Then 'Too Many Bodies' to Count",2023-10-19," Many  have  sought  shelter  in  the  corridors  and  courtyards  of  hospitals,  believing  that  they  would  be  less  vulnerable  there.But  those,  too,  are  in  danger  of  getting  caught  up  in  the  violence:  In  addition  to  the  Ahli  hospital,  the  Israeli  military  warned  a  number  of  other  hospitals  in  Gaza  City  in  the  north  and  others  in  southern  Gaza  to  evacuate  before  an  anticipated  ground  invasion.The  Ahli  hospital  resumed  operations  on  Tuesday  as  the  interiors  of  its  buildings  suffered  minimal  impact  from  the  blast.Many  of  those  killed  at  the  hospital  were  women  and  children,  said  Dr.  Ashraf  al-Qudra,  a  spokesman  for  the  Health  Ministry  in  Gaza. ",palestine,
1065,"An Explosion, Then 'Too Many Bodies' to Count",2023-10-19, The  Gaza  health  ministry  said  the  blast  had  killed  at  least  471  people. ,palestine,ACTIVE
664,Full Transcript: Biden’s Speech on Israel-Hamas and Russia-Ukraine Wars,2023-10-19," More  than  1,300  people  slaughtered  in  Israel,  including  at  least  32  American  citizens. ",israel,ACTIVE
204,G.O.P. Uses Attack on Israel to Stoke Border Fears,2023-10-20," And  now  a  terror  attack  considered  the  deadliest  day  for  Jews  in  Israel's  75-year  history.Not  long  after  Hamas  terrorists  killed  and  kidnapped  hundreds  of  Israelis  this  month,  a  wave  of  Republicans  --  on  the  presidential  campaign  trail,  in  state  and  congressional  races  and  in  the  far-right  corners  of  conservative  media  --  reached  for  a  familiar  playbook:  tying  the  issue  to  the  nation's  southern  border.",israel,ACTIVE
673,"Deal Lays Groundwork for Aid to Reach Desperate Gazans, Officials Say",2023-10-19,"
The  possible  breakthrough  on  aid  delivery  came  amid  protests  in  multiple  countries  after  the  explosion  Tuesday  night  that  killed  hundreds  of  people  at  a  hospital  in  Gaza  City. ",palestine,ACTIVE
673,"Deal Lays Groundwork for Aid to Reach Desperate Gazans, Officials Say",2023-10-19," Israel  and  the  militant  group  Hezbollah  have  traded  artillery  fire  across  Israel’s  northern  border  with  Lebanon,  clashes  on  the  West  Bank  have  killed  dozens  of  Palestinians,  and  Iran  has  repeatedly  hinted  at  marshaling  its  allies  across  the  Middle  East  for  a  broader  war  against  Israel.
",palestine,ACTIVE
673,"Deal Lays Groundwork for Aid to Reach Desperate Gazans, Officials Say",2023-10-19,"
Instead,  an  Israeli  strike  hit  the  outside  of  their  home  that  night,  injuring  the  entire  family  and  killing  his  14-year-old  sister.
",palestine,ACTIVE
349,Here’s the latest on the war.,2023-10-22," Two  people  were  killed,  according  to  Palestinian  health  officials.
",palestine,PASSIVE
605,New Divisions on View as Biden Goes to Israel and Putin to China,2023-10-19," They  have  called  for  international  mediation  and  a  cease-fire  before  Israel  considers  that  its  war  has  fully  begun.After  the  horror  Tuesday  night,  when  hundreds  of  Palestinians  were  reportedly  killed  in  a  strike  after  seeking  shelter  from  Israeli  bombing  at  the  Gaza  hospital,  Russia  and  China  are  expected  to  intensify  their  calls  for  a  U.N.  resolution  and  an  immediate  cease-fire. ",palestine,PASSIVE
453,"After Hospital Blast, Headlines Shift With Changing Claims",2023-10-18," A  spokeswoman  for  the  Gaza  health  ministry  said  an  Israeli  airstrike  had  caused  the  explosion,  killing  at  least  200  people. ",palestine,ACTIVE
453,"After Hospital Blast, Headlines Shift With Changing Claims",2023-10-18,"
The  Committee  to  Protect  Journalists  said  on  Wednesday  that  at  least  19  journalists  had  been  killed  during  the  conflict,  15  of  them  Palestinian.
",both,PASSIVE
385,The Morning: ‘Killers of the Flower Moon’,2023-10-22,"
ISRAEL-HAMAS  WAR

Israel  is  preparing  for  a  ground  invasion  of  Gaza,  but  many  are  worried  about  a  wider  war  after  violence  near  Lebanon  and  in  the  West  Bank.President  Biden  has  urged  Israeli  leaders  not  to  strike  Hezbollah,  the  powerful  militia  in  Lebanon,  to  avoid  escalation.A  Palestinian  Israeli  paramedic  was  killed  by  Hamas. ",both,PASSIVE
111,"In Tel Aviv, Biden’s Embrace of Israel Came With a Gentle Warning",2023-10-19," As  Israel  seeks  to  destroy  Hamas,  which  killed  more  than  1,400  people  and  took  nearly  200  hostages,  his  message  was  that  it  should  not  give  into  excesses  that  cause  unnecessary  loss  of  innocent  life  —  and  in  the  process,  squander  the  world’s  sympathy  the  way  the  United  States  eventually  did  two  decades  ago.

",israel,ACTIVE
111,"In Tel Aviv, Biden’s Embrace of Israel Came With a Gentle Warning",2023-10-19,"

The  president  said  he  had  persuaded  Egypt  to  allow  20  trucks  of  humanitarian  aid  into  Gaza,  where  the  Health  Ministry  has  said  more  than  3,000  people  have  died  since  Oct.  7.
",palestine,ACTIVE
111,"In Tel Aviv, Biden’s Embrace of Israel Came With a Gentle Warning",2023-10-19," The  Health  Ministry  said  hundreds  of  people  were  killed.

",palestine,PASSIVE
111,"In Tel Aviv, Biden’s Embrace of Israel Came With a Gentle Warning",2023-10-19,"

The  Israeli  prime  minister  preferred  his  own  definition,  recounting  for  Biden  the  horrors  of  the  Oct.  7  attack  by  Hamas,  describing  women  being  raped,  soldiers  being  beheaded  and  children  hunted  down  in  hiding  places  in  their  homes. ",israel,PASSIVE
111,"In Tel Aviv, Biden’s Embrace of Israel Came With a Gentle Warning",2023-10-19,"
John  F.  Kirby,  a  spokesperson  for  the  White  House  National  Security  Council,  played  down  the  rupture,  saying  that  Abbas  felt  compelled  to  leave  Amman  to  return  to  the  West  Bank  to  observe  three  days  of  mourning  for  the  hundreds  killed  at  the  hospital.

",palestine,
43,"Kathy Hochul, Grieving Her Father’s Sudden Death, Presses On in Israel",2023-10-19,"
Ms.  Hochul’s  grief  made  some  of  her  exchanges  in  Israel  seem  more  poignant,  as  she  sought  to  comfort  families  whose  relatives  had  been  killed  or  kidnapped  by  Hamas  gunmen,  and  as  she  visited  a  kibbutz  about  a  mile  from  the  Gaza  border  to  survey  the  aftermath  of  the  Hamas  attacks.
",israel,PASSIVE
43,"Kathy Hochul, Grieving Her Father’s Sudden Death, Presses On in Israel",2023-10-19,"
Her  trip  coincided  with  a  spiraling  humanitarian  crisis  in  Gaza,  where  food  and  medicine  is  desperately  needed  following  Israeli  strikes  that  have  razed  entire  neighborhoods  and  killed  at  least  3,785  people,  according  to  Gaza  health  officials.
",palestine,ACTIVE
43,"Kathy Hochul, Grieving Her Father’s Sudden Death, Presses On in Israel",2023-10-19,"
But  Ms.  Hochul’s  trip  has  also  been  imbued  with  highly  emotional  accounts  from  Israelis  who  survived  the  attacks  on  Oct.  7  that  killed  more  than  1,400  people. ",israel,ACTIVE
43,"Kathy Hochul, Grieving Her Father’s Sudden Death, Presses On in Israel",2023-10-19,"
On  Wednesday  night,  while  her  father  was  in  critical  condition,  she  emerged  somewhat  shaken  from  a  private  gathering  at  the  home  of  the  parents  of  an  Israeli  soldier  killed  during  the  attacks. ",israel,
993,Peace Summit in Egypt Shows a Shift in Rhetoric but no Consensus,2023-10-21,"
Outrage  over  those  perceived  double  standards  was  on  display  at  the  Cairo  summit,  where  leader  after  leader  of  Arab  countries  mourned  the  thousands  of  Palestinian  civilians  who  have  died  in  Israeli  airstrikes  since  Oct.  7.
",palestine,ACTIVE
78,Here are the Hamas officials believed to have been killed since Oct. 7.,2023-10-22, Here  are  the  Hamas  officials  believed  to  have  been  killed  since  Oct.  7. ,palestine,PASSIVE
78,Here are the Hamas officials believed to have been killed since Oct. 7.,2023-10-22," 
Israel  said  that  it  had  begun  the  bombing  campaign  of  the  Gaza  Strip  to  “eliminate”  Hamas  in  retaliation  for  the  Oct.  7  assaults  on  its  territory  that  killed  at  least  1,400  people  in  southern  Israel. ",israel,ACTIVE
78,Here are the Hamas officials believed to have been killed since Oct. 7.,2023-10-22," Since  then,  more  than  4,000  Palestinians  have  been  killed,  according  to  the  Hamas-run  Health  Ministry  in  Gaza.
",palestine,PASSIVE
78,Here are the Hamas officials believed to have been killed since Oct. 7.,2023-10-22,"
Here  are  the  officials  believed  to  have  been  killed  since  the  beginning  of  Israel’s  military  campaign  in  the  Gaza  Strip:

On  Oct.  10  Hamas  said  that  two  senior  members  of  its  political  bureau,  Zakaria  Muammar  and  Jawad  Abu  Shamala,  were  both  killed  in  Israeli  strikes  on  the  Gaza  Strip. ",palestine,PASSIVE
78,Here are the Hamas officials believed to have been killed since Oct. 7.,2023-10-22,"
Here  are  the  officials  believed  to  have  been  killed  since  the  beginning  of  Israel’s  military  campaign  in  the  Gaza  Strip:

On  Oct.  10  Hamas  said  that  two  senior  members  of  its  political  bureau,  Zakaria  Muammar  and  Jawad  Abu  Shamala,  were  both  killed  in  Israeli  strikes  on  the  Gaza  Strip. ",palestine,PASSIVE
78,Here are the Hamas officials believed to have been killed since Oct. 7.,2023-10-22," The  Israeli  military  confirmed  that  it  killed  the  men.Israel  identified  Mr.  Abu  Shamala  as  the  finance  minister  of  the  Hamas  government,  whose  responsibilities  included  managing  the  group’s  funds,  and  said  that  Mr.  Muammar  was  the  head  of  the  group’s  internal  relations.Israel  said  it  killed  two  men  who  played  major  roles  in  the  Oct.  7  attacks.One,  Merad  Abu  Merad,  was  killed  in  an  airstrike,  the  Israeli  Air  Force  said  on  Oct.  14. ",palestine,ACTIVE
78,Here are the Hamas officials believed to have been killed since Oct. 7.,2023-10-22," The  Israeli  military  confirmed  that  it  killed  the  men.Israel  identified  Mr.  Abu  Shamala  as  the  finance  minister  of  the  Hamas  government,  whose  responsibilities  included  managing  the  group’s  funds,  and  said  that  Mr.  Muammar  was  the  head  of  the  group’s  internal  relations.Israel  said  it  killed  two  men  who  played  major  roles  in  the  Oct.  7  attacks.One,  Merad  Abu  Merad,  was  killed  in  an  airstrike,  the  Israeli  Air  Force  said  on  Oct.  14. ",palestine,ACTIVE
78,Here are the Hamas officials believed to have been killed since Oct. 7.,2023-10-22," The  Israeli  military  confirmed  that  it  killed  the  men.Israel  identified  Mr.  Abu  Shamala  as  the  finance  minister  of  the  Hamas  government,  whose  responsibilities  included  managing  the  group’s  funds,  and  said  that  Mr.  Muammar  was  the  head  of  the  group’s  internal  relations.Israel  said  it  killed  two  men  who  played  major  roles  in  the  Oct.  7  attacks.One,  Merad  Abu  Merad,  was  killed  in  an  airstrike,  the  Israeli  Air  Force  said  on  Oct.  14. ",palestine,PASSIVE
78,Here are the Hamas officials believed to have been killed since Oct. 7.,2023-10-22," It  described  Mr.  Abu  Merad  as  the  commander  of  aerial  systems  in  Gaza  City  and  said  he  helped  direct  Hamas  fighters  during  the  cross-border  attack.The  next  day,  the  air  force  said  it  had  also  killed  another  man,  Billal  al-Kedra,  who  it  said  helped  plan  the  attack. ",palestine,ACTIVE
78,Here are the Hamas officials believed to have been killed since Oct. 7.,2023-10-22," Hamas  has  not  confirmed  either  man’s  death  or  role  in  the  organization.On  Oct.  17  the  military  wing  of  Hamas,  the  Al  Qassam  Brigades,  said  that  one  of  its  top  commanders,  Ayman  Nofal,  was  killed  in  an  Israeli  strike  on  the  Bureij  refugee  camp. ",palestine,PASSIVE
78,Here are the Hamas officials believed to have been killed since Oct. 7.,2023-10-22,"
Israel  confirmed  that  it  had  killed  Mr.  Nofal  and  said  that  he  had  been  responsible  for  planning  attacks  against  Israelis. ",palestine,ACTIVE
78,Here are the Hamas officials believed to have been killed since Oct. 7.,2023-10-22, Hamas  said  both  men  were  killed  when  Israel  bombed  their  homes. ,palestine,PASSIVE
78,Here are the Hamas officials believed to have been killed since Oct. 7.,2023-10-22,"
The  commander  of  the  Hamas-led  National  Security  Forces,  Maj.  Gen.  Jihad  Muheisen,  was  killed  in  an  Israeli  strike  on  his  home  in  Gaza  City  along  with  some  members  of  his  family,  Gaza’s  government  press  office  said  on  Oct.  19. ",palestine,PASSIVE
78,Here are the Hamas officials believed to have been killed since Oct. 7.,2023-10-22," Hamas  has  not  officially  confirmed  his  death  yet.Jamila  al-Shanti,  the  first  woman  to  hold  a  seat  on  Hamas’s  political  bureau  and  a  member  of  the  Gaza  Legislative  Council,  was  killed  in  an  Israeli  airstrike,  according  to  a  statement  the  council  released  on  Oct.  19. ",palestine,PASSIVE
78,Here are the Hamas officials believed to have been killed since Oct. 7.,2023-10-22," She  was  the  widow  of  Hamas  co-founder  Abdel  Aziz  al-Rantisi,  who  was  killed  by  Israel  in  2004,  and  the  third  official  in  Hamas’s  political  bureau  to  be  killed  since  Oct.  7.
",palestine,PASSIVE
78,Here are the Hamas officials believed to have been killed since Oct. 7.,2023-10-22," She  was  the  widow  of  Hamas  co-founder  Abdel  Aziz  al-Rantisi,  who  was  killed  by  Israel  in  2004,  and  the  third  official  in  Hamas’s  political  bureau  to  be  killed  since  Oct.  7.
",palestine,PASSIVE
78,Here are the Hamas officials believed to have been killed since Oct. 7.,2023-10-22,"
On  Oct.  20,  the  Israeli  military  said  in  a  statement  that  it  killed  a  senior  operative  in  the  Hamas  strategic  weapons  department,  Mahmoud  Sabih. ",palestine,ACTIVE
78,Here are the Hamas officials believed to have been killed since Oct. 7.,2023-10-22," Hamas  has  not  confirmed  his  death,  or  his  role  in  the  organization.On  Oct.  22,  the  Israeli  military  said  that  its  warplanes  killed  Muhammad  Katamash,  who  it  identified  as  the  deputy  head  of  Hamas’s  regional  artillery  array,  responsible  for  artillery  management  in  the  Central  Camps  Brigade. ",palestine,ACTIVE
889,"The convoy will ‘barely’ start to address Gaza’s needs, aid officials warn, calling for more.",2023-10-21,"
One  concern  voiced  by  the  Israeli  government  was  that  the  aid  should  not  strengthen  or  fall  into  the  hands  of  Hamas,  whose  Oct.  7  assault  into  Israel  killed  some  1,400  people  and  led  to  the  capture  of  about  200  hostages,  according  to  officials  and  diplomats  familiar  with  the  talks.
",israel,ACTIVE
398,Biden and Aides Advise Israel to Avoid Widening War With Hezbollah Strike,2023-10-20,"
U.S.  officials  feared  that  Mr.  Netanyahu  might  approve  a  pre-emptive  strike  on  Hezbollah  in  the  immediate  aftermath  of  the  Oct.  7  attacks  by  Hamas,  which  killed  more  than  1,400  people. ",israel,ACTIVE
857,"While Praising Biden's Visit, Israelis Fear U.S. Constraints on Action",2023-10-20," But  that  won't  mean  U.S.  support  for  everything  Israel  does.In  the  wake  of  a  visit  by  President  Biden,  Israelis  on  Thursday  praised  his  courage  in  coming  at  a  time  of  war  and  for  his  full-throated  support,  as  he  pledged  ""we  will  not  let  you  ever  be  alone""  after  attacks  from  Hamas  killed  at  least  1,400  Israelis.But  while  the  words  were  welcome,  there  was  also  concern  that  Prime  Minister  Benjamin  Netanyahu,  badly  damaged  by  his  failure  to  protect  Israelis,  had  given  Mr.  Biden  too  much  influence  over  how  Israel  should  now  fight  its  war  in  Gaza  against  Hamas,  the  group  that  controls  the  enclave.Mr. ",israel,ACTIVE
28,"For the Most Vulnerable Hostages, a Plea for Mercy",2023-10-21, It’s  not  clear  when  they  were  killed  —  during  captivity  or  in  the  initial  moments  of  the  Oct.  7  attack. ,israel,PASSIVE
284,"After Deadly Blast, Claims and Headlines Shift",2023-10-20," A  spokeswoman  for  the  Gaza  health  ministry  said  an  Israeli  airstrike  had  caused  the  explosion,  killing  at  least  200  people. ",palestine,ACTIVE
284,"After Deadly Blast, Claims and Headlines Shift",2023-10-20," As  Israel  prepares  for  a  ground  assault  in  Gaza,  most  Western  journalists  have  evacuated  the  area,  and  reporters  that  remain  face  shellings  and  shortages  of  water,  food  and  electricity.The  Committee  to  Protect  Journalists  said  on  Wednesday  that  at  least  19  journalists  had  been  killed  during  the  conflict,  15  of  them  Palestinian.",both,PASSIVE
1279,"Hamas Releases Two U.S. Hostages, a Mother and Daughter",2023-10-20,"
The  women,  dual  American-Israeli  citizens  who  live  in  Illinois,  had  been  kidnapped  from  Kibbutz  Nahal  Oz  during  the  Oct.  7  Hamas  attacks  on  Israel  that  killed  some  1,400  people,  and  taken  back  to  the  Gaza  Strip. ",israel,ACTIVE
1279,"Hamas Releases Two U.S. Hostages, a Mother and Daughter",2023-10-20," Hamas  has  said  that  Israel’s  bombing  campaign  in  retaliation  for  the  Oct.  7  attack  has  killed  a  number  of  hostages,  along  with  the  Hamas  militants  holding  them.
",both,ACTIVE
1279,"Hamas Releases Two U.S. Hostages, a Mother and Daughter",2023-10-20," She  said  the  children  belonged  to  her  neighbor,  who  was  killed  in  the  attack.
",israel,PASSIVE
1077,Biden’s Nominee for U.S. Ambassador to Israel Is Grilled by Senators,2023-10-18,"
The  nomination  of  Jacob  J.  Lew,  who  served  as  Treasury  secretary  during  the  Obama  administration,  was  announced  last  month  but  has  gained  urgency  since  Hamas  attackers  slaughtered  at  least  1,400  Israelis  on  Oct.  7. ",israel,ACTIVE
802,Israeli Reservist From Maryland Is Killed Near Lebanon Border,2023-10-22, Israeli  Reservist  From  Maryland  Is  Killed  Near  Lebanon  Border  T-I-T-L-E-E-N-D.  ,israel,PASSIVE
802,Israeli Reservist From Maryland Is Killed Near Lebanon Border,2023-10-22,"
An  Israeli  military  reservist  who  was  raised  in  Maryland  was  killed  on  Friday  when  anti-tank  missile  fire  struck  his  unit  near  Israel’s  northern  border  with  Lebanon,  the  Israeli  military  said.
",israel,PASSIVE
498,Most Strikes on Gaza by Israel Are Still Happening in the North,2023-10-21," Dozens  of  civilians  were  killed  by  strikes  as  they  attempted  to  flee  south,  according  to  the  Interior  Ministry  in  Gaza.On  Oct.  13,  Israeli  officials  warned  1.1  million  civilians  living  in  northern  Gaza  to  evacuate  to  the  south  for  their  own  safety,  even  as  Israeli  forces  intensified  bombings  in  the  southern  cities  of  Khan  Younis  and  Rafah. ",palestine,PASSIVE
498,Most Strikes on Gaza by Israel Are Still Happening in the North,2023-10-21," On  Wednesday,  President  Biden  announced  that  Egypt  would  allow  20  trucks  of  humanitarian  aid  into  Gaza  as  a  test  to  see  if  a  more  sustained  flow  can  begin.The  analysis  does  not  yet  show  the  damage  to  the  Ahli  Arab  Hospital  campus  in  Gaza  City,  where  hundreds  of  people  were  killed  in  an  explosion  on  Tuesday  night  that  Israeli  officials  and  Palestinian  fighters  each  blamed  on  the  other.ELENA  SHAO  and  LEANNE  ABRAHAMThis  article  appeared  in  print  on  page  A6. ",palestine,PASSIVE
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18," (Avishag  Shaar-Yashuv/The  New  York  Times)





TEL  AVIV,  Israel  —  President  Joe  Biden  on  Wednesday  backed  Israel’s  contention  that  a  Palestinian  group  had  caused  an  explosion  at  a  Gaza  hospital  that  killed  hundreds  of  people. ",palestine,ACTIVE
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18,"

Gaza  officials  said  Wednesday  that  471  people  had  been  killed  and  hundreds  more  injured. ",palestine,PASSIVE
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18," They  killed  some  1,400  people,  mostly  civilians,  Israeli  officials  say,  and  took  about  200  hostages  back  to  Gaza.

",israel,ACTIVE
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18," The  Gaza  Health  Ministry  said  Wednesday  that  3,478  people  had  been  killed  in  Gaza,  including  those  in  the  hospital  strike,  most  of  them  civilians,  with  as  many  as  1,300  others  still  buried  under  rubble.

",palestine,PASSIVE
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18,"

“Children  slaughtered. ",israel,ACTIVE
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18, Babies  slaughtered. ,israel,ACTIVE
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18, The  family  of  five  were  killed  by  Hamas  militants  at  their  home  in  Kfar  Azza  on  Oct.  7. ,israel,PASSIVE
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18," (Tamir  Kalifa/The  New  York  Times)



















Mourners  during  a  funeral  for  Yuri  and  Roza  Yadgarov,  who  were  killed  at  their  home  by  Hamas  militants  in  Saturdays  attack,  in  Holon,  Israel,  on  Tuesday,  Oct.  17,  2023. ",israel,PASSIVE
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18, The  family  of  five  were  killed  by  Hamas  militants  at  their  home  in  Kfar  Azza  on  Oct.  7. ,israel,PASSIVE
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18," (Tamir  Kalifa/The  New  York  Times)



















A  woman  cries  at  a  hospital  after  a  relative  was  killed  by  an  Israeli  airstrike  in  Khan  Younis  on  Tuesday,  Oct.  17,  2023. ",palestine,PASSIVE
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  at  a  funeral  for  children  killed  in  an  Israeli  airstrike  on  Khan  Younis,  in  the  southern  Gaza  Strip,  on  Thursday,  Oct.  19,  2023. ",palestine,
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18, The  family  of  five  were  killed  by  Hamas  militants  at  their  home  in  Kfar  Azza  on  Oct.  7. ,israel,PASSIVE
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18," (Tamir  Kalifa/The  New  York  Times)



















A  man  cradles  the  body  of  a  loved  one  who  was  killed  by  an  Israel  airstrike  as  he  is  driven  to  the  cemetery  for  the  burial  in  Khan  Younis,  in  southern  Gaza,  on  Wednesday,  Oct.  18,  2023. ",palestine,PASSIVE
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18," (Yousef  Masoud/The  New  York  Times)



















Bodies  of  people  killed  in  Israeli  airstrikes  at  a  makeshift  morgue  at  Nasser  Hospital  in  Khan  Younis,  in  southern  Gaza,  on  Tuesday,  Oct.  17,  2023. ",palestine,ACTIVE
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18," (Yousef  Masoud/The  New  York  Times)



















Mourners  at  a  funeral  for  a  family  killed  in  an  Israeli  airstrike  on  Khan  Younis,  in  the  southern  Gaza  Strip,  on  Thursday,  Oct.  19,  2023. ",palestine,
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18," (Yousef  Masoud/The  New  York  Times)



















Mourners  carry  the  body  of  a  child  killed  in  an  Israeli  airstrike  on  Khan  Younis,  in  southern  Gaza,  on  Thursday,  Oct.  19,  2023. ",palestine,
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18, The  family  of  five  were  killed  by  Hamas  militants  at  their  home  in  Kfar  Azza  on  Oct.  7. ,israel,PASSIVE
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18," (Avishag  Shaar-Yashuv/The  New  York  Times)



















Mourners  during  a  funeral  for  Yuri  and  Roza  Yadgarov,  who  were  killed  at  their  home  by  Hamas  militants  in  Saturdays  attack,  in  Holon,  Israel,  on  Tuesday,  Oct.  17,  2023. ",israel,PASSIVE
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18," (Samar  Abu  Elouf/The  New  York  Times)



















A  woman  cries  at  a  hospital  after  a  relative  was  killed  by  an  Israeli  airstrike  in  Khan  Younis  on  Tuesday,  Oct.  17,  2023. ",palestine,PASSIVE
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18," (Yousef  Masoud/The  New  York  Times)



















Mourners  carry  the  bodies  of  children  killed  in  an  Israeli  airstrike  on  Khan  Younis,  in  southern  Gaza,  on  Thursday,  Oct.  19,  2023. ",palestine,ACTIVE
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18," (Samar  Abu  Elouf/The  New  York  Times)



















Casualties  continue  to  mount  in  Gaza,  with  many  children  among  those  killed  or  injured. ",palestine,
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18," (Samar  Abu  Elouf/The  New  York  Times)



















A  woman  cries  at  a  hospital  after  a  relative  was  killed  by  an  Israeli  airstrike  in  Khan  Younis  on  Tuesday,  Oct.  17,  2023. ",palestine,PASSIVE
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18," (Sergey  Ponomarev/The  New  York  Times)



















Bodies  of  people  killed  in  Israeli  airstrikes  at  a  makeshift  morgue  at  Nasser  Hospital  in  Khan  Younis,  in  southern  Gaza,  on  Tuesday,  Oct.  17,  2023. ",palestine,ACTIVE
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18," (Samar  Abu  Elouf/The  New  York  Times)



















A  woman  cries  at  a  hospital  after  a  relative  was  killed  by  an  Israeli  airstrike  in  Khan  Younis  on  Tuesday,  Oct.  17,  2023. ",palestine,PASSIVE
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18," (Yousef  Masoud/The  New  York  Times)



















Mourners  carry  a  body  at  a  funeral  for  a  family  killed  in  an  Israeli  airstrike  on  Khan  Younis,  in  the  southern  Gaza  Strip,  on  Thursday,  Oct.  19,  2023. ",palestine,
850,"U.S. Says Israel Didn’t Cause Hospital Blast, as Biden Promises Aid to Gaza",2023-10-18," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  during  a  funeral  for  Yuri  and  Roza  Yadgarov,  who  were  killed  at  their  home  by  Hamas  militants  in  Saturdays  attack,  in  Holon,  Israel,  on  Tuesday,  Oct.  17,  2023. ",israel,PASSIVE
